BAD,CLAGE,CLNO,DEBTINC,DELINQ,DEROG,JOB,LOAN,MORTDUE,NINQ,REASON,VALUE,YOJ
0,134.8532427,42,40.39811434,0,0,Other,25900,201877,0,HomeImp,239546,6
1,109.2111561,22,31.80908592,0,0,Other,25900,42105,3,DebtCon,73249,2
0,101.1976068,26,32.59840187,0,0,ProfExe,25900,118965,3,DebtCon,154728,8
0,73.85849672,14,28.24306257,0,0,Other,25900,,2,HomeImp,33888,24
1,190.9965648,22,31.16238948,2,0,Other,25900,,0,DebtCon,,20
0,188.3758019,18,40.50485505,0,1,Mgr,25900,108319,5,DebtCon,135884,8
1,34.66666667,28,,1,0,Self,25900,58000,6,,95000,3
0,182.1713721,27,38.48048457,0,0,ProfExe,25900,145700,1,HomeImp,211151,6
0,133.669494,18,26.57393079,1,0,ProfExe,25900,80663,0,DebtCon,122372,10
0,185.543512,16,40.6422789,0,0,Self,25900,152071,0,HomeImp,185893,0
0,189.7553505,19,24.87461511,1,0,Other,25900,59575,0,DebtCon,85837,22
0,90.16369704,23,34.09893173,1,0,Office,25900,56784,0,DebtCon,91401,2
0,94.12956341,23,32.12756274,1,0,Office,25900,58693,0,DebtCon,86469,1
1,80.16847942,11,31.98368604,0,0,Other,25900,21852,2,HomeImp,57518,2
0,98.80937484,23,34.56594425,0,0,Office,25900,61064,0,DebtCon,94714,2
1,246.3186749,23,43.21523351,7,0,Other,26000,43314,3,DebtCon,71303,8
0,186.914467,35,38.70777971,0,0,Other,26000,150773,0,DebtCon,179077,1
0,242.2901595,51,35.45765879,0,1,Self,26000,238005,2,HomeImp,260479,5
0,218.5959913,18,26.55949496,0,0,Other,26000,100548,0,DebtCon,207647,22
0,191.57344,18,40.76740141,0,2,Mgr,26000,107291,4,DebtCon,137426,9
0,295.6669448,29,37.91727288,0,,Other,26000,45963,1,DebtCon,74279,20
0,485.9453583,55,33.23935548,4,,ProfExe,26000,222681,,HomeImp,286283,6
0,204.1144147,19,34.83482969,0,1,Other,26000,139904,0,DebtCon,172310,6
0,152.3539807,20,36.3563094,0,0,Office,26000,75034,0,DebtCon,100852,10
1,125.7666667,23,,4,0,ProfExe,26000,79714,0,DebtCon,,1
1,171.4333333,58,,4,0,Other,26000,154000,3,,190000,0
0,230.6802307,19,37.99692333,0,0,Other,26000,58794,0,DebtCon,91413,5
0,290.7585045,24,36.97751891,0,0,Mgr,26000,119553,0,DebtCon,158687,5
0,130.1924181,18,28.15413466,0,0,ProfExe,26000,81764,0,DebtCon,118388,9
0,126.9879594,11,25.62363851,0,0,Other,26000,20119,0,DebtCon,54563,24
0,174.6210154,21,33.67314644,0,0,Office,26000,47067,2,DebtCon,63292,17
0,79.33145984,13,20.51714628,,0,Other,26100,,,DebtCon,36277,9
0,300.8359581,28,30.07140205,0,0,Mgr,26100,75164,2,DebtCon,108483,7
0,304.8524691,31,33.19394936,0,0,Sales,26100,113266,1,DebtCon,182082,18
0,248.4819453,33,43.11219067,0,0,Other,26100,150464,1,HomeImp,203202,10
0,96.52831616,14,23.31865001,,0,Other,26100,,,DebtCon,35271,9
0,294.7520334,29,33.19212531,1,0,Mgr,26100,80176,1,DebtCon,113247,9
0,,,15.56700107,,,,26100,,,,151429,
0,161.2876716,27,34.13000366,0,0,Mgr,26100,,0,DebtCon,120470,7
0,202.592647,18,23.29023448,0,0,Other,26100,103949,0,DebtCon,208432,23
0,286.4482043,31,41.17380505,0,,Other,26100,50605,1,DebtCon,77841,21
1,106.6522984,6,22.50817251,,1,Office,26100,73525,0,DebtCon,,3
0,140.5532102,10,24.09826676,0,0,Other,26100,20566,1,DebtCon,50534,24
0,181.3585917,17,39.18736161,0,2,Mgr,26200,105096,4,DebtCon,136580,9
0,107.1771177,31,38.55297875,0,0,Other,26200,75096,2,DebtCon,120859,4
0,90.01609154,31,39.39066028,0,0,Other,26200,77952,1,DebtCon,113285,5
0,343.7871223,18,38.11355594,0,0,ProfExe,26200,141109,1,HomeImp,245422,28
0,331.3528857,23,37.54583738,0,1,Office,26200,72648,0,DebtCon,123582,0
0,286.1816551,29,39.67630465,1,,Other,26200,49323,0,DebtCon,77160,23
0,204.0289898,35,39.80087956,0,0,Other,26200,149599,0,DebtCon,181869,1
0,169.0320939,28,41.08956919,1,0,Office,26200,100931,0,DebtCon,132627,11
1,129.9339205,19,,0,0,Other,26200,51599,2,DebtCon,87148,
0,97.31488774,25,40.31269773,0,0,Other,26200,189252,2,DebtCon,241754,9
0,128.4832581,18,27.83750961,1,0,ProfExe,26300,87291,0,DebtCon,122531,10
0,92.85512943,15,27.21702865,0,0,Other,26300,,2,HomeImp,37310,26
0,204.9173394,38,35.72585219,0,1,ProfExe,26300,94337,2,DebtCon,123054,0
0,310.3481457,35,38.23508627,0,0,ProfExe,26300,147600,0,DebtCon,184207,5
0,299.2172523,30,34.36826933,0,0,Sales,26300,118304,1,DebtCon,177819,17
0,261.470872,23,40.08504815,0,0,Other,26300,25685,0,DebtCon,51023,35
0,184.6560958,19,23.54869835,1,0,Other,26300,52394,0,DebtCon,93307,24
0,234.2215473,20,37.15829482,0,0,Other,26300,58369,1,DebtCon,88124,7
0,193.8537132,19,24.89378113,2,1,Other,26300,52296,0,DebtCon,91041,24
0,70.25339459,14,28.20743574,,,Other,26300,,,DebtCon,51055,
0,296.5601545,35,43.80729316,,,Office,26300,114956,2,DebtCon,147793,3
0,92.57722408,13,27.92400089,,,Other,26300,,,DebtCon,45913,
0,90.08032697,12,28.68850032,,,Other,26300,,,DebtCon,43472,
0,105.6387889,26,29.92863683,1,1,Other,26300,25530,2,DebtCon,79885,
0,405.4304292,44,42.34162639,0,0,Office,26300,78851,0,DebtCon,109090,8
0,106.6093074,26,42.76938671,0,0,Other,26300,189302,1,DebtCon,249773,7
0,195.8476245,37,36.01849565,0,0,ProfExe,26300,94916,2,DebtCon,127526,0
0,184.3849541,21,31.48990578,0,0,Office,26400,43781,2,DebtCon,66030,17
0,310.6145549,24,38.1099786,0,0,Office,26400,79163,0,DebtCon,123792,0
0,151.6287037,20,38.15962279,0,0,Office,26400,73679,0,DebtCon,98614,10
0,221.5068316,26,20.26991879,0,0,ProfExe,26400,130672,3,DebtCon,212536,10
0,228.0151317,26,17.87219518,0,0,ProfExe,26400,128413,3,DebtCon,207302,9
0,234.4,24,,0,0,Mgr,26400,122105,2,DebtCon,165000,1
0,172.5708333,17,43.35819405,0,0,Self,26400,153853,0,HomeImp,188760,2
0,255.415514,51,37.65291911,0,1,Self,26400,240907,3,HomeImp,260638,7
0,122.4568633,39,32.69880046,,,Mgr,26400,134642,,DebtCon,182719,0
0,173.4953921,21,32.34941205,0,0,Office,26400,44333,2,DebtCon,68945,18
0,480.3560137,56,33.7142391,5,,ProfExe,26400,220432,,HomeImp,283978,6
0,97.27834927,26,42.334246,0,0,Other,26400,196412,1,DebtCon,250164,9
0,145.8824924,29,38.97248671,1,1,Other,26400,59288,3,DebtCon,87753,8
0,114.359189,7,37.07547187,0,0,Office,26500,29751,2,,57501,1
0,99.37716841,26,28.87672375,1,2,Other,26500,23742,2,DebtCon,77878,
0,194.2277448,16,40.85486499,0,0,Self,26500,145393,1,HomeImp,187324,3
0,135.4409472,8,20.16138785,0,0,Other,26500,,0,DebtCon,63918,25
0,139.5105459,30,38.42744457,0,0,Other,26500,63345,0,DebtCon,100332,16
0,229.3070258,50,37.740919,0,0,Self,26500,240782,1,HomeImp,267675,6
0,102.7529024,14,20.35358209,,1,Other,26500,,,DebtCon,38964,11
0,313.2053014,30,36.35910417,0,0,Sales,26500,112059,0,DebtCon,179599,15
0,312.9088037,24,37.83016379,0,0,Office,26500,77198,0,DebtCon,131090,0
0,127.4120114,10,22.28949083,0,0,Other,26500,,0,DebtCon,64211,26
0,190.8604772,25,42.03163913,0,0,Other,26500,84769,2,DebtCon,127773,2
1,214.0325389,17,1.85553998,1,0,Other,26500,61223,0,DebtCon,92255,2
0,88.3,16,,0,1,Mgr,26500,34678,6,DebtCon,68000,14
1,195.2333333,7,,0,0,Other,26500,14000,1,DebtCon,45000,0
1,177.5,22,,0,2,Office,26500,82859,0,HomeImp,,0.4
0,97.26565847,31,40.12650973,0,0,Other,26500,76599,1,DebtCon,119041,4
0,225.3236722,19,35.73485637,0,1,Other,26500,134952,1,DebtCon,165451,8
0,144.1920343,9,22.81386786,0,0,Other,26500,,0,DebtCon,61089,27
0,282.4450078,30,41.28888238,0,,Other,26500,47820,0,DebtCon,76159,24
0,153.9424281,27,32.20081121,0,0,Mgr,26500,,0,DebtCon,122693,9
1,187.4666667,34,,5,0,Self,26600,62895,2,DebtCon,103000,1
0,197.3917133,35,40.51498958,0,0,Other,26600,148986,0,DebtCon,175750,1
0,133.4481104,29,39.22971154,1,0,Other,26600,61151,0,DebtCon,97072,16
0,187.1408236,37,35.27011322,0,1,ProfExe,26600,94954,2,DebtCon,131913,0
0,84.58301005,33,41.34234309,0,1,Other,26600,78491,1,DebtCon,121598,4
0,197.5241025,27,36.87838912,0,0,ProfExe,26600,140561,1,HomeImp,208775,5
1,137.5388776,37,42.57188992,0,0,Sales,26600,84843,2,DebtCon,115850,2
0,278.603564,30,39.52990361,0,,Other,26600,49610,0,DebtCon,78355,23
0,236.0659719,23,36.93931917,0,0,Mgr,26600,128238,2,DebtCon,165316,1
0,289.581723,25,38.1297118,0,0,Mgr,26600,122501,0,DebtCon,153280,2
0,156.2294564,36,39.21027209,0,0,ProfExe,26700,146193,0,DebtCon,185200,11
0,98.2405209,15,34.15422819,0,1,Mgr,26700,40785,5,DebtCon,75601,14
0,194.6797961,34,40.47924358,0,0,Other,26700,144243,0,DebtCon,176096,1
0,290.0805914,32,39.0422045,0,0,ProfExe,26700,73468,1,DebtCon,108774,11
0,162.12582,27,35.09551993,0,0,Mgr,26700,,0,DebtCon,120179,8
0,126.7073197,19,27.05672697,1,0,ProfExe,26700,81968,0,DebtCon,114647,10
0,280.8076057,23,39.89165429,0,0,Other,26700,23361,1,DebtCon,55483,36
0,290.578837,32,41.74120105,0,0,ProfExe,26700,186185,1,DebtCon,233480,0
0,232.6461734,24,34.11753289,0,0,Mgr,26700,129559,1,DebtCon,170042,1
0,111.9955708,11,22.95980677,0,0,Other,26700,18590,1,DebtCon,53462,25
0,331.2565571,34,37.00088322,0,0,ProfExe,26800,149729,0,DebtCon,183027,7
0,215.968328,19,36.94699749,0,0,Other,26800,133594,1,DebtCon,173255,8
0,147.9387954,36,40.90432104,0,0,ProfExe,26800,145772,0,DebtCon,193135,12
0,201.9678752,13,40.16216065,0,0,Mgr,26800,96895,0,DebtCon,144482,23
0,323.262383,35,37.27227131,0,0,ProfExe,26800,148471,0,DebtCon,183284,4
0,217.2114826,20,35.18585706,0,0,Other,26800,139309,0,DebtCon,166621,5
1,114.4619553,16,2.83029717,1,2,Mgr,26800,89146,7,DebtCon,128923,7
0,243.9420995,23,34.50965688,0,0,Mgr,26800,124199,2,DebtCon,166404,1
0,175.075058,22,33.05993364,0,0,Office,26800,46236,1,DebtCon,62711,17
0,84.76662481,15,36.19145855,0,0,Mgr,26800,35485,5,DebtCon,74949,14
0,184.7116347,27,39.84839123,0,0,ProfExe,26800,145745,1,HomeImp,211400,6
0,476.728281,55,31.18166119,4,,ProfExe,26800,213165,,HomeImp,282068,5
1,199.7387114,29,76.42147805,0,0,ProfExe,26800,138216,1,DebtCon,170052,10
1,200.4170271,6,71.51211057,0,0,Other,26800,18459,0,DebtCon,53907,0
0,315.8189112,23,38.32598985,0,0,Office,26900,74982,0,DebtCon,126972,0
0,85.25084072,13,20.83725547,,0,Other,26900,,,DebtCon,35397,7
0,287.2759924,32,41.49906043,0,0,ProfExe,26900,69446,1,DebtCon,104590,11
0,70.28190571,22,34.39630178,0,0,Office,26900,57414,0,DebtCon,92916,0
0,294.7001921,36,43.90864533,,,Office,26900,115638,2,DebtCon,145440,4
1,115.7,19,,1,0,Sales,26900,69000,2,DebtCon,106500,0.6
0,89.11217349,17,32.79147803,0,0,Other,26900,67144,1,DebtCon,92923,16
0,132.3473921,19,41.13070668,0,0,Other,26900,47882,0,DebtCon,78854,11
0,185.2058111,38,34.65064913,0,1,ProfExe,26900,98324,3,DebtCon,129210,0
0,91.20997623,22,34.5971919,2,0,Office,26900,54071,0,DebtCon,85557,0
0,294.8927627,36,42.39724899,,,Office,26900,113724,1,DebtCon,151969,4
0,131.4096343,21,36.36902746,0,0,Office,26900,72848,0,DebtCon,101736,10
0,291.5916815,29,39.37085816,0,,Other,26900,45763,1,DebtCon,73797,23
0,468.1781224,55,30.55300542,5,,ProfExe,26900,215692,,HomeImp,286555,8
1,280.3437201,35,33.22776308,0,0,Other,27000,79218,0,DebtCon,115721,9
0,91.8742111,31,38.49715498,0,0,Other,27000,77910,2,DebtCon,117590,4
0,125.7160414,20,43.1338449,0,0,Other,27000,50375,1,DebtCon,70656,8
0,122.2944468,18,24.35575958,0,2,Other,27000,13718,1,DebtCon,35684,16
0,331.1139721,34,40.5665519,0,0,ProfExe,27000,144901,0,DebtCon,178093,7
0,164.3,19,,0,0,Office,27000,45482,3,DebtCon,77000,0.8
1,166.3666667,34,,2,0,Other,27000,124000,1,DebtCon,162000,0.8
0,203.8613989,26,37.11235228,0,0,Other,27000,54515,0,DebtCon,82539,20
0,212.6442208,27,36.9977936,0,0,Other,27000,45880,0,DebtCon,82425,21
0,132.5785446,30,39.30573912,1,0,Other,27000,54834,2,DebtCon,85391,9
0,85.17950335,14,23.69117601,,1,Other,27000,,,DebtCon,38441,8
0,200.1414536,20,26.24875663,2,0,Other,27000,60631,1,DebtCon,86091,24
0,275.8432307,24,40.13322041,0,0,Other,27000,23160,1,DebtCon,58074,36
0,133.0997369,8,22.71865262,0,0,Other,27000,,0,DebtCon,61844,26
0,87.47422306,13,20.92741537,,0,Other,27000,,,DebtCon,38356,8
1,128.8,22,,1,1,Other,27100,63844,0,DebtCon,101000,8
0,349.5142676,18,37.42084716,0,0,ProfExe,27100,140305,2,HomeImp,237302,27
0,92.14002902,15,33.5355472,0,1,Mgr,27100,44095,6,DebtCon,77587,14
0,101.3129167,26,31.12455386,1,1,Other,27100,24494,1,DebtCon,77479,
0,92.51403036,15,29.74190894,0,0,Other,27100,,2,HomeImp,31681,23
0,113.0367365,6,37.83786387,0,0,Office,27100,33649,2,,63214,2
0,103.8162897,10,24.25867722,0,0,Other,27100,20479,0,DebtCon,46735,24
0,117.1521605,27,34.20600845,1,0,ProfExe,27100,118200,3,DebtCon,159739,6
0,93.06034262,25,27.36133981,2,1,Other,27100,20497,1,DebtCon,74244,
0,165.9193329,20,36.17090549,0,0,Office,27200,70730,0,DebtCon,93752,8
0,183.3762884,34,40.28747993,0,0,Other,27200,145725,0,DebtCon,179197,1
0,124.2746965,18,29.73248931,1,0,ProfExe,27200,83894,0,DebtCon,121302,6
0,295.4714492,30,34.7669497,0,0,Sales,27200,110470,1,DebtCon,180982,17
0,141.9812345,30,39.54650758,1,0,Other,27200,61000,0,DebtCon,104044,16
0,150.596198,29,40.88049467,1,0,Office,27200,101680,0,DebtCon,134864,10
0,186.7785479,38,34.81068944,0,1,ProfExe,27200,97541,3,DebtCon,126368,0
1,134.6489043,23,45.25528966,2,4,Sales,27200,61118,7,DebtCon,35184,10
0,273.3417572,24,37.63994733,0,0,Other,27200,24070,0,DebtCon,58216,35
0,170.0723235,20,23.80982026,2,1,Other,27200,58383,1,DebtCon,92484,22
0,153.7959046,20,39.08500634,0,0,Office,27300,66878,0,DebtCon,93656,11
0,99.69383246,31,42.34342026,0,0,Other,27300,72314,1,DebtCon,118839,5
0,287.2267963,30,38.48694867,1,,Other,27300,44026,0,DebtCon,71597,22
0,139.1325983,28,39.17355395,1,0,Office,27300,97373,0,DebtCon,126102,10
0,167.7417315,19,26.21017597,1,0,Other,27300,55973,0,DebtCon,93503,22
0,96.07068788,22,34.51779051,0,0,Office,27300,53223,0,DebtCon,86696,0
0,135.3597477,38,32.79497644,,,Mgr,27300,135823,,DebtCon,185416,1
1,300.5745109,45,32.5603594,0,0,Self,27300,106221,3,DebtCon,137727,3
0,80.79269376,16,34.26822801,0,0,Mgr,27300,37636,6,DebtCon,73328,12
0,82.66026948,14,29.60984756,0,0,Other,27300,,2,HomeImp,37531,22
0,244.1654213,26,21.24119477,0,0,ProfExe,27300,127260,3,DebtCon,212953,9
0,101.8866148,14,20.80819618,,0,Other,27300,,,DebtCon,43277,9
0,328.1681227,35,39.15955376,0,0,ProfExe,27300,149950,0,DebtCon,177309,6
0,175.2009602,26,33.7478263,0,0,Mgr,27300,,0,DebtCon,116708,11
0,144.0934649,37,41.48280369,0,0,ProfExe,27300,140773,0,DebtCon,188414,12
0,211.1082771,12,39.11029763,0,0,Mgr,27400,99900,0,DebtCon,143437,21
1,284.3680179,13,34.6276594,1,1,Office,27400,113364,2,HomeImp,146520,16
0,87.37900765,14,20.58821436,,1,Other,27400,,,DebtCon,39858,11
0,154.4378476,27,33.37381367,0,1,Mgr,27400,,0,DebtCon,121625,7
0,89.26442741,25,39.66482299,0,0,Other,27400,195497,1,DebtCon,246354,8
0,146.6562202,29,42.15993654,0,1,Other,27400,51298,3,DebtCon,90010,6
1,197.8,11,,1,0,Office,27400,23939,0,DebtCon,56874,3
0,155.6470412,19,39.4893172,0,0,Office,27400,46575,2,DebtCon,85263,1
0,194.5330279,13,41.64417205,0,0,Mgr,27400,100951,0,DebtCon,149305,21
0,180.204345,21,33.4950887,0,0,Office,27400,41370,1,DebtCon,70528,18
0,140.247796,29,40.2782983,1,0,Other,27500,54511,3,DebtCon,84470,9
0,193.0056328,12,39.41516685,0,0,Mgr,27500,97679,0,DebtCon,149877,23
0,191.9410188,27,38.00119223,0,0,ProfExe,27500,145774,0,HomeImp,206788,4
0,226.2333333,19,,0,1,ProfExe,27500,132000,2,DebtCon,179000,1
1,,0,,0,0,Office,27500,137900,0,DebtCon,184000,10
0,177.8714733,17,39.97865033,0,0,Self,27500,150666,0,HomeImp,192346,3
0,95.53351917,13,20.39892362,,1,Other,27500,,,DebtCon,40807,8
0,84.3731245,32,38.86212081,0,0,Other,27500,69579,2,DebtCon,117799,5
1,80.49714707,39,,0,0,Other,27500,97601,5,DebtCon,136546,9
0,234.3512888,26,18.73514744,0,0,ProfExe,27500,131269,2,DebtCon,211014,10
0,112.8945073,11,23.02289409,0,0,Other,27500,23439,0,DebtCon,47177,25
0,214.8157373,27,35.2239708,0,0,Other,27600,54584,1,DebtCon,86568,22
0,282.3706614,33,38.19125134,0,0,ProfExe,27600,73846,1,DebtCon,100216,12
0,100.9493217,23,33.82093404,0,0,Office,27600,60039,0,DebtCon,86166,0
0,297.0016085,24,40.01531648,0,0,Mgr,27600,121592,0,DebtCon,153432,2
0,147.1283978,29,42.00981358,0,0,Office,27600,103898,0,DebtCon,130784,11
0,243.053713,24,35.27186703,0,0,Mgr,27600,131887,2,DebtCon,174323,0
0,178.0384911,16,41.80742805,0,0,Self,27600,150120,1,HomeImp,191972,3
0,99.60460781,17,32.46114433,0,0,Other,27600,64818,0,DebtCon,91915,16
0,266.938956,33,42.82914582,0,0,Other,27600,153063,2,HomeImp,202542,10
0,98.521771,23,34.76057541,0,0,Office,27600,57327,0,DebtCon,87683,0
0,165.0058394,27,34.99872778,0,0,Mgr,27600,,0,DebtCon,117581,10
0,188.3937419,19,26.83331217,2,1,Other,27600,54328,1,DebtCon,94216,24
0,288.8865396,24,38.22673698,0,0,Mgr,27600,124139,0,DebtCon,157940,4
0,283.2828535,24,36.94827386,0,0,Mgr,27600,123121,0,DebtCon,157337,2
0,288.8495515,32,38.98401301,0,0,ProfExe,27600,72468,1,DebtCon,106906,12
0,124.9909552,26,32.08868135,0,0,ProfExe,27600,112753,3,DebtCon,155166,6
0,122.5168848,39,30.47417374,,,Mgr,27600,129311,,DebtCon,188143,1
0,91.7112462,32,39.14675577,0,0,Other,27600,74964,1,DebtCon,118507,5
0,138.5694126,30,37.38458848,1,0,Other,27700,63962,0,DebtCon,101676,15
0,196.7816329,19,25.68817634,0,0,Other,27700,103249,0,DebtCon,206521,24
1,303.9519145,26,6.887024127,2,0,ProfExe,27700,97834,2,HomeImp,132396,18
0,132.4113818,29,39.63110299,1,0,Other,27700,54617,3,DebtCon,87722,9
0,264.6053894,33,40.47579335,0,0,ProfExe,27700,73148,0,DebtCon,101462,10
1,221.1,28,,3,0,Other,27700,,1,HomeImp,65635,18
1,87.00250011,4,84.61388869,0,0,Self,27700,61396,0,,111627,20
0,120.0258521,10,23.81017336,0,0,Other,27700,25947,0,DebtCon,49836,24
0,118.4713538,18,28.34407839,0,0,ProfExe,27700,77886,0,DebtCon,114494,9
0,186.0208426,19,39.61433498,0,0,Office,27700,54541,2,DebtCon,78832,0
0,314.7858392,35,37.63668272,0,0,ProfExe,27700,149169,0,DebtCon,183234,8
1,212.0666667,46,,0,3,Mgr,27700,19300,0,DebtCon,39000,12
1,247.9333333,19,,4,1,Mgr,27700,83300,1,HomeImp,,20
1,312.8079284,36,35.96802437,0,0,Other,27700,85285,0,DebtCon,116468,9
0,310.6263344,23,38.98355812,0,0,Office,27700,76055,1,DebtCon,126560,0
0,95.04307414,13,20.20903769,,1,Other,27700,,,DebtCon,42515,11
0,300.1680612,35,43.92019123,,,Office,27700,120070,2,DebtCon,153652,4
0,235.6305765,19,41.9588135,0,0,ProfExe,27700,141930,2,DebtCon,182516,0
0,84.8749672,16,35.65073032,0,0,Mgr,27700,35132,5,DebtCon,71456,13
0,286.9659711,32,38.9951644,0,0,ProfExe,27700,67446,0,DebtCon,99206,11
0,285.3861264,24,38.58192387,0,0,Mgr,27800,114417,0,DebtCon,150849,5
0,190.3137746,38,33.85589547,0,0,ProfExe,27800,96332,2,DebtCon,123598,1
0,137.2340443,10,24.52237465,0,0,Other,27800,19600,1,DebtCon,50594,24
0,105.0986638,17,32.17786106,0,1,Other,27800,64804,1,DebtCon,97553,15
0,235.728547,24,34.84415543,0,0,Mgr,27800,127770,1,DebtCon,169440,2
0,315.1755675,35,38.59599092,0,0,ProfExe,27800,142356,0,DebtCon,177328,6
0,297.9981443,32,43.52042818,0,0,ProfExe,27800,181405,0,DebtCon,229116,0
0,94.93254438,23,33.09789894,1,0,Office,27900,55859,0,DebtCon,92179,0
0,282.7596984,32,38.26657321,0,0,ProfExe,27900,73630,1,DebtCon,106757,11
0,194.0931469,28,36.90607516,0,0,ProfExe,27900,137006,1,HomeImp,207997,5
0,298.1032514,32,38.25030605,0,0,ProfExe,27900,66027,1,DebtCon,102745,9
0,97.8638453,32,41.47397173,0,0,Other,27900,69589,1,DebtCon,115061,5
1,118.7782646,23,48.07753147,1,3,Sales,27900,62264,7,DebtCon,39604,10
0,172.5795906,16,40.13553136,0,0,Self,27900,149359,1,HomeImp,192955,0
0,155.548699,36,39.39704272,1,0,ProfExe,27900,142346,0,DebtCon,185057,9
0,167.6144501,18,40.62088475,0,0,Office,27900,50988,2,DebtCon,81533,1
0,109.9596262,27,33.94246485,0,0,ProfExe,27900,113843,2,DebtCon,156282,7
0,241.0522835,19,38.60649271,0,1,ProfExe,27900,135511,2,DebtCon,184219,1
1,107.0462506,15,0.838117525,1,2,Mgr,27900,90694,8,DebtCon,121543,5
0,129.575352,29,39.36269322,1,0,Other,28000,58002,2,DebtCon,86427,9
0,138.4864766,30,41.54380471,0,0,Other,28000,59775,3,DebtCon,87390,8
0,190.329522,27,38.88660597,0,0,ProfExe,28000,140770,0,HomeImp,209726,5
0,294.594783,30,37.61130938,1,,Other,28000,49764,1,DebtCon,74526,24
0,146.1419296,30,39.75984964,0,1,Other,28000,62376,0,DebtCon,104073,16
0,80.65809369,31,38.8154384,0,0,Other,28000,77322,1,DebtCon,118082,7
0,114.7,21,,,,Other,28000,68000,11,HomeImp,106000,6
1,234.3666667,35,,4,0,ProfExe,28000,86600,5,DebtCon,127000,6.5
1,121.7333333,28,,4,2,ProfExe,28000,28042,4,DebtCon,63500,14
0,196.5234881,37,34.87164312,0,1,ProfExe,28000,96015,3,DebtCon,127551,0
0,197.1981219,19,26.37254872,0,0,Other,28100,100420,0,DebtCon,207737,22
0,131.5891244,38,31.08561766,,,Mgr,28100,135991,,DebtCon,183598,0
0,154.672858,29,41.11794458,1,0,Office,28100,96160,0,DebtCon,128767,10
0,398.4023372,44,41.04058878,0,0,Office,28100,86778,0,DebtCon,110851,9
0,295.4966835,23,38.7994829,0,0,Other,28100,32470,0,DebtCon,54522,35
1,129.1666667,31,,1,0,Mgr,28100,61000,1,DebtCon,99000,7
1,120.7333333,58,,1,4,ProfExe,28100,72100,1,DebtCon,112000,20
0,115.564462,26,33.09168147,0,0,ProfExe,28100,112564,2,DebtCon,162129,7
1,133.121867,33,46.75180011,0,,Other,28100,75768,3,DebtCon,,9
0,189.7347419,25,41.67698554,1,0,Other,28200,90485,2,DebtCon,123674,1
0,302.8032607,23,36.39047361,0,0,Office,28200,76011,0,DebtCon,129352,1
0,130.4507649,29,38.0927303,1,0,Other,28200,58232,0,DebtCon,97555,17
0,82.27059459,16,34.98052537,0,1,Mgr,28200,44363,6,DebtCon,72966,16
0,137.4878193,30,39.3600186,0,0,Other,28200,61038,3,DebtCon,87534,8
0,112.5208179,26,34.53734229,0,0,ProfExe,28200,118728,2,DebtCon,160486,7
0,179.9377509,18,23.66245669,0,0,Other,28200,109184,0,DebtCon,207035,23
0,182.2473057,22,32.47716703,0,0,Office,28200,44321,2,DebtCon,63050,19
0,311.0627554,33,42.435285,0,0,ProfExe,28200,185607,0,DebtCon,227617,0
0,170.6461537,26,31.60143615,0,0,Mgr,28200,,0,DebtCon,117181,9
0,186.9830429,17,39.56330308,0,0,Self,28200,148455,0,HomeImp,191419,1
0,146.0654833,28,38.67920763,0,0,Office,28200,100353,0,DebtCon,131386,9
0,172.3406543,20,26.9130048,1,0,Other,28200,51663,0,DebtCon,92860,24
0,203.5758597,17,43.30465807,0,0,Self,28200,148772,1,HomeImp,186023,3
1,130.9695654,21,60.29541349,1,0,Other,28200,66242,0,DebtCon,109762,8
0,85.79724815,32,39.8765037,0,0,Other,28300,72572,1,DebtCon,117311,6
0,78.10906973,14,30.51328344,0,0,Other,28300,,2,HomeImp,29512,24
0,244.7222847,23,33.394854,0,0,Mgr,28300,126942,1,DebtCon,166797,0
0,162.3666667,17,,0,0,ProfExe,28300,105000,1,DebtCon,147000,11
0,89.37995232,32,39.98105906,0,0,Other,28300,71973,2,DebtCon,119224,4
0,278.7147042,32,39.93275013,0,0,ProfExe,28300,68959,1,DebtCon,102048,12
0,113.9426389,39,33.44016163,,,Mgr,28300,130028,,DebtCon,178918,2
0,112.1728125,38,29.87473149,,,Mgr,28300,137159,,DebtCon,186153,0
0,357.2309538,19,38.26846999,0,0,ProfExe,28300,145931,0,HomeImp,239990,27
1,291.1716614,27,5.762994872,2,0,ProfExe,28300,104686,1,HomeImp,136033,13
0,188.7734549,25,42.89671511,0,0,Other,28400,90823,1,DebtCon,126845,1
0,139.0452547,20,37.82067846,0,0,Office,28400,72870,0,DebtCon,95647,11
0,180.6683082,21,33.76903515,0,0,Office,28400,46126,2,DebtCon,66942,18
0,173.3054934,16,41.54325414,0,0,Self,28400,150784,1,HomeImp,192411,0
0,111.1086801,26,41.21496534,0,0,Other,28400,197852,2,DebtCon,243593,10
0,134.0076805,41,41.29838663,0,0,Other,28400,207687,0,HomeImp,242544,8
0,188.7524695,18,25.33037232,0,0,Other,28400,106020,0,DebtCon,206030,22
0,303.2820551,31,36.2890026,0,0,Sales,28400,112996,1,DebtCon,175817,17
0,174.4747237,19,24.49083911,1,0,Other,28400,53480,0,DebtCon,90560,24
0,300.9043101,32,42.3362269,0,0,ProfExe,28400,183314,1,DebtCon,232345,1
0,100.9750908,16,34.76399378,0,1,Mgr,28400,36484,6,DebtCon,73478,13
